2020;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=30 ans et < 35 ans;123;0
2020;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=40 ans et < 45 ans;502;4
2020;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=45 ans et < 50 ans;603;3
2020;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=45 ans et < 50 ans;396;4
2020;EBOUEURS;Plus de 65 ans;0;9
2020;AGENTS TECHNIQUES DES ECOLES;Plus de 65 ans;62;5
2020;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Plus de 65 ans;2;8
2021;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=25 ans et < 30 ans;6;18
2021;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=30 ans et < 35 ans;96;2
2021;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=50 ans et < 55 ans;200;60
2021;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=60 ans et < 65 ans;235;88
2021;AGENTS SPECIALISE DES ECOLES MATERNELLES;Plus de 65 ans;21;0
2021;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Plus de 65 ans;26;14
2022;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age < 20 ans;4;0
2022;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=30 ans et < 35 ans;177;166
2022;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=30 ans et < 35 ans;37;57
2022;ADJOINT D'ANIMATION CONTRACTUEL;Age >=35 ans et < 40 ans;72;27
2022;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=40 ans et < 45 ans;168;90
2022;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=40 ans et < 45 ans;261;15
2022;AGENTS TECHNIQUES DES ECOLES;Age >=40 ans et < 45 ans;280;22
2022;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=45 ans et < 50 ans;354;3
2022;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=55 ans et < 60 ans;175;57
2022;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=55 ans et < 60 ans;361;2
2022;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=55 ans et < 60 ans;60;87
2022;ADJOINTS ADMINISTRATIFS;Age >=60 ans et < 65 ans;455;113
2022;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=60 ans et < 65 ans;215;1
2022;ADJOINT D'ANIMATION CONTRACTUEL;Age >=65 ans;23;3
2017;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=45 ans et < 50 ans;44;118
2017;ÉDUCATEURS DE JEUNES ENFANTS;Age >=35 ans et < 40 ans;120;2
2015;ASSISTANTS SOCIO-ÉDUCATIFS;Age >= 20 ans et < 25 ans;9;0
2016;PERSONNELS DE MAITRISE;Age >=45 ans et < 50 ans;22;183
2017;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >= 20 ans et < 25 ans;3;2
2013;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=35 ans et < 40 ans;508;4
2017;SECRÉTAIRES ADMINISTRATIFS;Age >=35 ans et < 40 ans;96;59
2013;ÉDUCATEURS DE JEUNES ENFANTS;Age >=35 ans et < 40 ans;118;4
2016;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=25 ans et < 30 ans;837;8
2016;PERSONNELS DE MAITRISE;Age >=40 ans et < 45 ans;16;138
2017;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=35 ans et < 40 ans;34;75
2017;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=60 ans et < 65 ans;79;88
2018;AGENT DE LOGISTIQUE GÉNÉRALE;Age >=25 ans et < 30 ans;2;11
2014;ASSISTANTS SOCIO-ÉDUCATIFS;Age >= 65 ans;1;0
2016;ÉDUCATEURS DE JEUNES ENFANTS;Age >=55 ans et < 60 ans;139;5
2018;ÉBOUEURS;Age >= 20 ans et < 25 ans;9;100
2014;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=35 ans et < 40 ans;172;11
2015;ÉDUCATEURS DE JEUNES ENFANTS;Age >= 20 ans et < 25 ans;22;1
2016;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=35 ans et < 40 ans;13;36
2016;ÉBOUEURS;Age >=55 ans et < 60 ans;4;612
2018;ADJOINTS ADMINISTRATIFS;Age >=25 ans et < 30 ans;49;29
2016;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=35 ans et < 40 ans;516;4
2018;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;142;70
2015;PERSONNELS DE MAITRISE;Age >= 20 ans et < 25 ans;1;3
2017;PERSONNELS DE MAITRISE;Age >=55 ans et < 60 ans;8;199
2015;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=30 ans et < 35 ans;309;201
2017;ADJOINTS TECHNIQUES D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;28;281
2018;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=35 ans et < 40 ans;225;
2013;ÉBOUEURS;Age >=60 ans et < 65 ans;;94
2015;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=35 ans et < 40 ans;10;37
2017;ÉDUCATEURS DE JEUNES ENFANTS;Age >=40 ans et < 45 ans;135;7
2014;ADJOINTS TECHNIQUES;Age >= 65 ans;1;15
2017;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=55 ans et < 60 ans;65;123
2013;AGENTS DE SERVICE DES ÉCOLES MATERNELLES;Age >=35 ans et < 40 ans;211;3
2013;SECRÉTAIRES ADMINISTRATIFS;Age >=45 ans et < 50 ans;174;117
2014;ÉDUCATEURS DE JEUNES ENFANTS;Age >=30 ans et < 35 ans;105;2
2016;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=25 ans et < 30 ans;6;21
2015;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=60 ans et < 65 ans;49;5
2017;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=25 ans et < 30 ans;88;1
2017;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >= 20 ans et < 25 ans;13;5
2019;ADJOINTS ADMINISTRATIFS;Age >= 20 ans et < 25 ans;24;12
2019;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >= 20 ans et < 25 ans;7;7
2019;ADJOINT D'ANIMATION CONTRACTUEL;Age >=35 ans et < 40 ans;87;28
2019;ADJOINT D'ANIMATION CONTRACTUEL;Age >=40 ans et < 45 ans;116;20
2019;AGENTS TECHNIQUES DES ECOLES;Age >=45 ans et < 50 ans;447;29
2019;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=55 ans et < 60 ans;158;4
2019;ADJOINTS TECHNIQUES;Plus de 65 ans;3;61
2020;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >= 20 ans et < 25 ans;2;3
2020;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=30 ans et < 35 ans;104;2
2020;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=35 ans et < 40 ans;597;7
2020;AGENTS TECHNIQUES DES ECOLES;Age >=40 ans et < 45 ans;319;26
2020;ADJOINTS TECHNIQUES;Age >=45 ans et < 50 ans;121;670
2020;ADJOINT D'ANIMATION CONTRACTUEL;Age >=45 ans et < 50 ans;142;23
2020;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=45 ans et < 50 ans;59;95
2020;AGENTS TECHNIQUES DES ECOLES;Age >=50 ans et < 55 ans;515;43
2020;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=50 ans et < 55 ans;118;95
2020;AGENT DE SURVEILLANCE DE PARIS;Age >=50 ans et < 55 ans;167;128
2020;AGENT DE SURVEILLANCE DE PARIS;Plus de 65 ans;6;2
2021;ADJOINTS TECHNIQUES;Age < 20 ans;0;9
2021;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age < 20 ans;4;0
2021;ADJOINTS ADMINISTRATIFS;Age < 20 ans;1;0
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >= 20 ans et < 25 ans;3;6
2021;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=35 ans et < 40 ans;105;47
2021;EBOUEURS;Age >=45 ans et < 50 ans;61;692
2021;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=55 ans et < 60 ans;183;60
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=55 ans et < 60 ans;46;147
2021;ADJOINTS ADMINISTRATIFS;Age >=60 ans et < 65 ans;467;107
2021;ATTACHES D'ADMINISTRATIONS PARISIENNES;Plus de 65 ans;17;11
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >= 20 ans et < 25 ans;0;6
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=30 ans et < 35 ans;5;32
2022;ADJOINTS ADMINISTRATIFS;Age >=40 ans et < 45 ans;296;107
2022;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=40 ans et < 45 ans;51;89
2022;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=50 ans et < 55 ans;260;17
2022;AGENTS TECHNIQUES DES ECOLES;Age >=60 ans et < 65 ans;392;43
2014;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >= 20 ans et < 25 ans;43;2
2013;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=50 ans et < 55 ans;102;17
2014;ÉDUCATEURS DE JEUNES ENFANTS;Age >=25 ans et < 30 ans;127;1
2018;INSPECTEURS DU SERVICE DE SECURITE;Age >=60 ans et < 65 ans;5;55
2013;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=55 ans et < 60 ans;208;62
2015;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;630;121
2013;ASSISTANTS SOCIO-ÉDUCATIFS;Age >= 20 ans et < 25 ans;14;1
2016;TECHNICIENS SUPÉRIEURS;Age >=55 ans et < 60 ans;54;105
2018;PERSONNELS DE MAITRISE D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;19;110
2017;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=25 ans et < 30 ans;261;210
2018;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=45 ans et < 50 ans;140;75
2018;AGENTS TECHNIQUES DES ÉCOLES;Age >=60 ans et < 65 ans;359;25
2018;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;43;32
2018;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age < 20 ans;1;1
2015;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=45 ans et < 50 ans;550;151
2013;AGENTS TECHNIQUES DES ÉCOLES;Age >= 20 ans et < 25 ans;20;5
2017;ÉDUCATEURS DE JEUNES ENFANTS;Age >=60 ans et < 65 ans;75;3
2015;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=60 ans et < 65 ans;63;53
2018;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=25 ans et < 30 ans;772;4
2018;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=45 ans et < 50 ans;241;15
2013;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >= 65 ans;1;
2013;PERSONNELS DE MAITRISE;Age >=55 ans et < 60 ans;3;242
2016;SECRÉTAIRES ADMINISTRATIFS;Age >= 65 ans;7;8
2018;INSPECTEURS DU SERVICE DE SECURITE;Age >=25 ans et < 30 ans;9;24
2013;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;601;108
2017;ÉBOUEURS;Age >=50 ans et < 55 ans;34;790
2013;PERSONNELS DE MAITRISE;Age >=25 ans et < 30 ans;1;11
2014;AGENTS TECHNIQUES DES ÉCOLES;Age >= 65 ans;16;2
2015;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=50 ans et < 55 ans;108;118
2017;AGENTS DE LOGISTIQUE GÉNÉRALE D'ADMINISTRATIONS PARISIENNES;Age >=60 ans et < 65 ans;80;61
2017;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=55 ans et < 60 ans;316;2
2018;INSPECTEURS DU SERVICE DE SECURITE;Age >=55 ans et < 60 ans;10;138
2017;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >= 20 ans et < 25 ans;274;0
2018;ADJOINTS ADMINISTRATIFS;Age >=40 ans et < 45 ans;355;127
2018;AGENTS TECHNIQUES DES ÉCOLES;Age >=40 ans et < 45 ans;305;20
2013;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=25 ans et < 30 ans;214;128
2013;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=25 ans et < 30 ans;4;9
2013;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;65;17
2014;SECRÉTAIRES ADMINISTRATIFS;Age >= 20 ans et < 25 ans;1;0
2017;ÉBOUEURS;Age >=40 ans et < 45 ans;54;677
2018;ÉBOUEURS;Age >=45 ans et < 50 ans;49;797
2014;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=45 ans et < 50 ans;47;141
2016;ÉBOUEURS;Age >=45 ans et < 50 ans;37;804
2019;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=25 ans et < 30 ans;163;124
2019;ADJOINTS ADMINISTRATIFS;Age >=30 ans et < 35 ans;115;33
2019;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=45 ans et < 50 ans;50;103
2019;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=55 ans et < 60 ans;49;133
2019;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=60 ans et < 65 ans;174;0
2020;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >= 20 ans et < 25 ans;14;0
2020;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=25 ans et < 30 ans;44;44
2020;ADJOINTS TECHNIQUES;Age >=30 ans et < 35 ans;56;410
2020;AGENT DE SURVEILLANCE DE PARIS;Age >=35 ans et < 40 ans;31;18
2020;EBOUEURS;Age >=40 ans et < 45 ans;42;609
2020;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=40 ans et < 45 ans;70;73
2020;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=45 ans et < 50 ans;247;114
2020;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Plus de 65 ans;7;0
2021;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >= 20 ans et < 25 ans;283;1
2021;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >= 20 ans et < 25 ans;25;1
2021;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >= 20 ans et < 25 ans;54;10
2021;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=25 ans et < 30 ans;93;97
2021;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=30 ans et < 35 ans;190;172
2021;ADJOINT D'ANIMATION CONTRACTUEL;Age >=30 ans et < 35 ans;60;33
2021;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=30 ans et < 35 ans;6;32
2021;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=40 ans et < 45 ans;497;3
2021;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=45 ans et < 50 ans;376;5
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=45 ans et < 50 ans;49;106
2021;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=55 ans et < 60 ans;344;2
2021;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=55 ans et < 60 ans;273;108
2022;ADJOINT D'ANIMATION CONTRACTUEL;Age >= 20 ans et < 25 ans;1;0
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=35 ans et < 40 ans;9;78
2022;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=40 ans et < 45 ans;75;94
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=40 ans et < 45 ans;24;117
2022;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=45 ans et < 50 ans;297;14
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=45 ans et < 50 ans;21;146
2022;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=45 ans et < 50 ans;61;105
2014;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=40 ans et < 45 ans;244;9
2017;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=30 ans et < 35 ans;717;6
2017;AGENTS DE LOGISTIQUE GÉNÉRALE D'ADMINISTRATIONS PARISIENNES;Age >=50 ans et < 55 ans;107;103
2018;ADJOINTS ADMINISTRATIFS;Age >= 65 ans;29;16
2018;PERSONNELS DE MAITRISE D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;2;15
2014;AGENTS TECHNIQUES DES ÉCOLES;Age >= 20 ans et < 25 ans;20;7
2014;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age < 20 ans;1;0
2017;PERSONNELS DE MAITRISE;Age >=60 ans et < 65 ans;2;90
2014;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=45 ans et < 50 ans;73;59
2015;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >= 65 ans;1;6
2015;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=30 ans et < 35 ans;143;13
2016;AGENTS TECHNIQUES DES ÉCOLES;Age >=25 ans et < 30 ans;48;12
2013;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=45 ans et < 50 ans;76;100
2014;ÉBOUEURS;Age >=50 ans et < 55 ans;10;778
2017;ADJOINTS TECHNIQUES D'ADMINISTRATIONS PARISIENNES;Age >= 65 ans;3;23
2017;SECRÉTAIRES ADMINISTRATIFS;Age >=50 ans et < 55 ans;238;112
2016;ADJOINTS TECHNIQUES;Age >=25 ans et < 30 ans;31;307
2013;SECRÉTAIRES ADMINISTRATIFS;Age >= 20 ans et < 25 ans;3;1
2013;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=30 ans et < 35 ans;227;145
2016;PERSONNELS DE MAITRISE;Age >= 20 ans et < 25 ans;0;3
2018;ADJOINTS TECHNIQUES;Age >=60 ans et < 65 ans;31;433
2013;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=55 ans et < 60 ans;92;109
2014;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=40 ans et < 45 ans;39;139
2014;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=25 ans et < 30 ans;3;17
2014;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=40 ans et < 45 ans;638;4
2014;PERSONNELS DE MAITRISE;Age >=55 ans et < 60 ans;7;231
2017;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=50 ans et < 55 ans;597;155
2013;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age < 20 ans;1;
2014;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;25;17
2018;ADJOINTS TECHNIQUES;Age >=40 ans et < 45 ans;65;546
2014;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >= 65 ans;2;0
2014;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=25 ans et < 30 ans;93;6
2017;ADJOINTS TECHNIQUES D'ADMINISTRATIONS PARISIENNES;Age >= 20 ans et < 25 ans;13;86
2018;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=45 ans et < 50 ans;409;3
2013;AGENTS DE SERVICE DES ÉCOLES MATERNELLES;Age >=40 ans et < 45 ans;338;4
2016;ÉDUCATEURS DE JEUNES ENFANTS;Age >=50 ans et < 55 ans;157;1
2017;AGENTS TECHNIQUES DES ÉCOLES;Age >=30 ans et < 35 ans;130;18
2019;AGENTS TECHNIQUES DES ECOLES;Age >= 20 ans et < 25 ans;9;7
2019;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=30 ans et < 35 ans;121;0
2019;AGENT DE SURVEILLANCE DE PARIS;Age >=30 ans et < 35 ans;17;10
2019;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=35 ans et < 40 ans;596;6
2019;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=35 ans et < 40 ans;96;2
2019;ADJOINTS ADMINISTRATIFS;Age >=45 ans et < 50 ans;556;178
2019;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=50 ans et < 55 ans;181;2
2019;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=60 ans et < 65 ans;80;0
